Level	Subject	Lemma	ZH	Definition	Example
P3	english	work it out -30	算一算	Phrase: work it out -30	{'en': 'Remember to work it out.', 'zh': '记得算一算。'}
P3	english	work it out 2	算一算	Phrase: work it out 2	{'en': 'Remember to work it out.', 'zh': '记得算一算。'}
P3	english	work it out 4	算一算	Phrase: work it out 4	{'en': 'Remember to work it out.', 'zh': '记得算一算。'}
P3	english	work it out 5	算一算	Phrase: work it out 5	{'en': 'Remember to work it out.', 'zh': '记得算一算。'}
P3	math	add	相加	A word used in math problems: add.	{'en': "I can use 'add' in my answer.", 'zh': '我可以在答案里用“相加”。'}
P3	math	altogether	一共	A useful phrase: altogether.	{'en': 'Question: altogether?', 'zh': '问题：一共？'}
P3	math	answer	答案	A word used in math problems: answer.	{'en': "I can use 'answer' in my answer.", 'zh': '我可以在答案里用“答案”。'}
P3	math	area	面积	A word used in math problems: area.	{'en': "I can use 'area' in my answer.", 'zh': '我可以在答案里用“面积”。'}
P3	math	at least	至少	A useful phrase: at least.	{'en': 'Question: at least?', 'zh': '问题：至少？'}
P3	math	at most	最多	A useful phrase: at most.	{'en': 'Question: at most?', 'zh': '问题：最多？'}
P3	math	bar graph	柱状图	A word used in math problems: bar graph.	{'en': "We use the phrase 'bar graph' in a question.", 'zh': '我们在问题里会用到短语“柱状图”。'}
P3	math	bar-graph	（可查词典）	A word used in math problems: bar-graph.	{'en': "I can use 'bar-graph' in my answer.", 'zh': '我可以在答案里用“（可查词典）”。'}
P3	math	buy	买	A word used in math problems: buy.	{'en': "I can use 'buy' in my answer.", 'zh': '我可以在答案里用“买”。'}
P3	math	calendar	日历	A word used in math problems: calendar.	{'en': "I can use 'calendar' in my answer.", 'zh': '我可以在答案里用“日历”。'}
P3	math	centimetre	厘米	A word used in math problems: centimetre.	{'en': "I can use 'centimetre' in my answer.", 'zh': '我可以在答案里用“厘米”。'}
P3	math	change	找零	A word used in math problems: change.	{'en': "I can use 'change' in my answer.", 'zh': '我可以在答案里用“找零”。'}
P3	math	chart	图表	A word used in math problems: chart.	{'en': "I can use 'chart' in my answer.", 'zh': '我可以在答案里用“图表”。'}
P3	math	check	检查	A word used in math problems: check.	{'en': "I can use 'check' in my answer.", 'zh': '我可以在答案里用“检查”。'}
P3	math	check your answer	检查答案	A useful phrase: check your answer.	{'en': 'Question: check your answer?', 'zh': '问题：检查答案？'}
P3	math	check your answer -1	检查答案	Phrase: check your answer -1	{'en': 'Remember to check your answer.', 'zh': '记得检查答案。'}
P3	math	check your answer -3	检查答案	Phrase: check your answer -3	{'en': 'Remember to check your answer.', 'zh': '记得检查答案。'}
P3	math	check your answer -30	检查答案	Phrase: check your answer -30	{'en': 'Remember to check your answer.', 'zh': '记得检查答案。'}
P3	math	check your answer -37	检查答案	Phrase: check your answer -37	{'en': 'Remember to check your answer.', 'zh': '记得检查答案。'}
P3	math	check your answer -38	检查答案	Phrase: check your answer -38	{'en': 'Remember to check your answer.', 'zh': '记得检查答案。'}
P3	math	check your answer -40	检查答案	Phrase: check your answer -40	{'en': 'Remember to check your answer.', 'zh': '记得检查答案。'}
P3	math	check your answer -45	检查答案	Phrase: check your answer -45	{'en': 'Remember to check your answer.', 'zh': '记得检查答案。'}
P3	math	check your answer -9	检查答案	Phrase: check your answer -9	{'en': 'Remember to check your answer.', 'zh': '记得检查答案。'}
P3	math	check your answer 4	检查答案	Phrase: check your answer 4	{'en': 'Remember to check your answer.', 'zh': '记得检查答案。'}
P3	math	circle	圆	A word used in math problems: circle.	{'en': "I can use 'circle' in my answer.", 'zh': '我可以在答案里用“圆”。'}
P3	math	circle the keywords	圈关键词	Phrase: circle the keywords	{'en': 'Remember to circle the keywords.', 'zh': '记得圈关键词。'}
P3	math	circle the keywords -17	圈关键词	Phrase: circle the keywords -17	{'en': 'Remember to circle the keywords.', 'zh': '记得圈关键词。'}
P3	math	circle the keywords -20	圈关键词	Phrase: circle the keywords -20	{'en': 'Remember to circle the keywords.', 'zh': '记得圈关键词。'}
P3	math	circle the keywords -21	圈关键词	Phrase: circle the keywords -21	{'en': 'Remember to circle the keywords.', 'zh': '记得圈关键词。'}
P3	math	circle the keywords -31	圈关键词	Phrase: circle the keywords -31	{'en': 'Remember to circle the keywords.', 'zh': '记得圈关键词。'}
P3	math	circle the keywords -33	圈关键词	Phrase: circle the keywords -33	{'en': 'Remember to circle the keywords.', 'zh': '记得圈关键词。'}
P3	math	circle the keywords -35	圈关键词	Phrase: circle the keywords -35	{'en': 'Remember to circle the keywords.', 'zh': '记得圈关键词。'}
P3	math	circle the keywords -41	圈关键词	Phrase: circle the keywords -41	{'en': 'Remember to circle the keywords.', 'zh': '记得圈关键词。'}
P3	math	circle the keywords -42	圈关键词	Phrase: circle the keywords -42	{'en': 'Remember to circle the keywords.', 'zh': '记得圈关键词。'}
P3	math	circle the keywords 0	圈关键词	Phrase: circle the keywords 0	{'en': 'Remember to circle the keywords.', 'zh': '记得圈关键词。'}
P3	math	circle the keywords 3	圈关键词	Phrase: circle the keywords 3	{'en': 'Remember to circle the keywords.', 'zh': '记得圈关键词。'}
P3	math	coin	硬币	A word used in math problems: coin.	{'en': "I can use 'coin' in my answer.", 'zh': '我可以在答案里用“硬币”。'}
P3	math	compare	比较	A word used in math problems: compare.	{'en': "I can use 'compare' in my answer.", 'zh': '我可以在答案里用“比较”。'}
P3	math	compare the numbers	比较数字	A useful phrase: compare the numbers.	{'en': 'Question: compare the numbers?', 'zh': '问题：比较数字？'}
P3	math	composite	合数	A word used in math problems: composite.	{'en': "I can use 'composite' in my answer.", 'zh': '我可以在答案里用“合数”。'}
P3	math	convert into	换算成	A useful phrase: convert into.	{'en': 'Question: convert into?', 'zh': '问题：换算成？'}
P3	math	cost	花费	A word used in math problems: cost.	{'en': "I can use 'cost' in my answer.", 'zh': '我可以在答案里用“花费”。'}
P3	math	data	数据	A word used in math problems: data.	{'en': "I can use 'data' in my answer.", 'zh': '我可以在答案里用“数据”。'}
P3	math	day	天	A word used in math problems: day.	{'en': "I can use 'day' in my answer.", 'zh': '我可以在答案里用“天”。'}
P3	math	decimal	小数	A word used in math problems: decimal.	{'en': "I can use 'decimal' in my answer.", 'zh': '我可以在答案里用“小数”。'}
P3	math	denominator	分母	A word used in math problems: denominator.	{'en': "I can use 'denominator' in my answer.", 'zh': '我可以在答案里用“分母”。'}
P3	math	diameter	直径	A word used in math problems: diameter.	{'en': "I can use 'diameter' in my answer.", 'zh': '我可以在答案里用“直径”。'}
P3	math	difference	差	A word used in math problems: difference.	{'en': "I can use 'difference' in my answer.", 'zh': '我可以在答案里用“差”。'}
P3	math	difference between	…之间的差	A useful phrase: difference between.	{'en': 'Question: difference between?', 'zh': '问题：…之间的差？'}
P3	math	digit	数字	A word used in math problems: digit.	{'en': "I can use 'digit' in my answer.", 'zh': '我可以在答案里用“数字”。'}
P3	math	divide	相除	A word used in math problems: divide.	{'en': "I can use 'divide' in my answer.", 'zh': '我可以在答案里用“相除”。'}
P3	math	divide equally	平均分配	A useful phrase: divide equally.	{'en': 'Question: divide equally?', 'zh': '问题：平均分配？'}
P3	math	draw	画图	A word used in math problems: draw.	{'en': "I can use 'draw' in my answer.", 'zh': '我可以在答案里用“画图”。'}
P3	math	draw a model	画模型图	A useful phrase: draw a model.	{'en': 'Question: draw a model?', 'zh': '问题：画模型图？'}
P3	math	each of them	他们每个	A useful phrase: each of them.	{'en': 'Question: each of them?', 'zh': '问题：他们每个？'}
P3	math	equal	相等	A word used in math problems: equal.	{'en': "I can use 'equal' in my answer.", 'zh': '我可以在答案里用“相等”。'}
P3	math	equal to	等于	A useful phrase: equal to.	{'en': 'Question: equal to?', 'zh': '问题：等于？'}
P3	math	estimate	估算	A word used in math problems: estimate.	{'en': "I can use 'estimate' in my answer.", 'zh': '我可以在答案里用“估算”。'}
P3	math	estimate first	先估算	A useful phrase: estimate first.	{'en': 'Question: estimate first?', 'zh': '问题：先估算？'}
P3	math	even	偶数	A word used in math problems: even.	{'en': "I can use 'even' in my answer.", 'zh': '我可以在答案里用“偶数”。'}
P3	math	exact answer	精确答案	A useful phrase: exact answer.	{'en': 'Question: exact answer?', 'zh': '问题：精确答案？'}
P3	math	explain your reasoning	解释理由	Phrase: explain your reasoning	{'en': 'Remember to explain your reasoning.', 'zh': '记得解释理由。'}
P3	math	explain your reasoning -12	解释理由	Phrase: explain your reasoning -12	{'en': 'Remember to explain your reasoning.', 'zh': '记得解释理由。'}
P3	math	explain your reasoning -14	解释理由	Phrase: explain your reasoning -14	{'en': 'Remember to explain your reasoning.', 'zh': '记得解释理由。'}
P3	math	explain your reasoning -15	解释理由	Phrase: explain your reasoning -15	{'en': 'Remember to explain your reasoning.', 'zh': '记得解释理由。'}
P3	math	explain your reasoning -22	解释理由	Phrase: explain your reasoning -22	{'en': 'Remember to explain your reasoning.', 'zh': '记得解释理由。'}
P3	math	explain your reasoning 5	解释理由	Phrase: explain your reasoning 5	{'en': 'Remember to explain your reasoning.', 'zh': '记得解释理由。'}
P3	math	factor	因数	A word used in math problems: factor.	{'en': "I can use 'factor' in my answer.", 'zh': '我可以在答案里用“因数”。'}
P3	math	find the difference	求差	A useful phrase: find the difference.	{'en': 'Question: find the difference?', 'zh': '问题：求差？'}
P3	math	fraction	分数	A word used in math problems: fraction.	{'en': "I can use 'fraction' in my answer.", 'zh': '我可以在答案里用“分数”。'}
P3	math	gram	克	A word used in math problems: gram.	{'en': "I can use 'gram' in my answer.", 'zh': '我可以在答案里用“克”。'}
P3	math	height	高度	A word used in math problems: height.	{'en': "I can use 'height' in my answer.", 'zh': '我可以在答案里用“高度”。'}
P3	math	hour	小时	A word used in math problems: hour.	{'en': "I can use 'hour' in my answer.", 'zh': '我可以在答案里用“小时”。'}
P3	math	how many are left	还剩多少	A useful phrase: how many are left.	{'en': 'Question: how many are left?', 'zh': '问题：还剩多少？'}
P3	math	how much less	少多少	A useful phrase: how much less.	{'en': 'Question: how much less?', 'zh': '问题：少多少？'}
P3	math	how much longer	多多少	A useful phrase: how much longer.	{'en': 'Question: how much longer?', 'zh': '问题：多多少？'}
P3	math	how much more	多多少	A useful phrase: how much more.	{'en': 'Question: how much more?', 'zh': '问题：多多少？'}
P3	math	hundreds	百位	A word used in math problems: hundreds.	{'en': "I can use 'hundreds' in my answer.", 'zh': '我可以在答案里用“百位”。'}
P3	math	hundredths	百分位	A word used in math problems: hundredths.	{'en': "I can use 'hundredths' in my answer.", 'zh': '我可以在答案里用“百分位”。'}
P3	math	in ascending order	按升序	A useful phrase: in ascending order.	{'en': 'Question: in ascending order?', 'zh': '问题：按升序？'}
P3	math	in descending order	按降序	A useful phrase: in descending order.	{'en': 'Question: in descending order?', 'zh': '问题：按降序？'}
P3	math	in total	总共	A useful phrase: in total.	{'en': 'Question: in total?', 'zh': '问题：总共？'}
P3	math	kilogram	千克	A word used in math problems: kilogram.	{'en': "I can use 'kilogram' in my answer.", 'zh': '我可以在答案里用“千克”。'}
P3	math	kilometre	公里	A word used in math problems: kilometre.	{'en': "I can use 'kilometre' in my answer.", 'zh': '我可以在答案里用“公里”。'}
P3	math	left over	剩下的	A useful phrase: left over.	{'en': 'Question: left over?', 'zh': '问题：剩下的？'}
P3	math	length	长度	A word used in math problems: length.	{'en': "I can use 'length' in my answer.", 'zh': '我可以在答案里用“长度”。'}
P3	math	less than	少于	A useful phrase: less than.	{'en': 'Question: less than?', 'zh': '问题：少于？'}
P3	math	litre	升	A word used in math problems: litre.	{'en': "I can use 'litre' in my answer.", 'zh': '我可以在答案里用“升”。'}
P3	math	mass	质量	A word used in math problems: mass.	{'en': "I can use 'mass' in my answer.", 'zh': '我可以在答案里用“质量”。'}
P3	math	metre	米	A word used in math problems: metre.	{'en': "I can use 'metre' in my answer.", 'zh': '我可以在答案里用“米”。'}
P3	math	millilitre	毫升	A word used in math problems: millilitre.	{'en': "I can use 'millilitre' in my answer.", 'zh': '我可以在答案里用“毫升”。'}
P3	math	millimetre	毫米	A word used in math problems: millimetre.	{'en': "I can use 'millimetre' in my answer.", 'zh': '我可以在答案里用“毫米”。'}
P3	math	minute	分钟	A word used in math problems: minute.	{'en': "I can use 'minute' in my answer.", 'zh': '我可以在答案里用“分钟”。'}
P3	math	model	模型图	A word used in math problems: model.	{'en': "I can use 'model' in my answer.", 'zh': '我可以在答案里用“模型图”。'}
P3	math	money	钱	A word used in math problems: money.	{'en': "I can use 'money' in my answer.", 'zh': '我可以在答案里用“钱”。'}
P3	math	month	月	A word used in math problems: month.	{'en': "I can use 'month' in my answer.", 'zh': '我可以在答案里用“月”。'}
P3	math	more than	多于	A useful phrase: more than.	{'en': 'Question: more than?', 'zh': '问题：多于？'}
P3	math	multiple	倍数	A word used in math problems: multiple.	{'en': "I can use 'multiple' in my answer.", 'zh': '我可以在答案里用“倍数”。'}
P3	math	multiply	相乘	A word used in math problems: multiply.	{'en': "I can use 'multiply' in my answer.", 'zh': '我可以在答案里用“相乘”。'}
P3	math	nearest	最接近的	A word used in math problems: nearest.	{'en': "I can use 'nearest' in my answer.", 'zh': '我可以在答案里用“最接近的”。'}
P3	math	note	纸币	A word used in math problems: note.	{'en': "I can use 'note' in my answer.", 'zh': '我可以在答案里用“纸币”。'}
P3	math	number of packs	几包	A useful phrase: number of packs.	{'en': 'Question: number of packs?', 'zh': '问题：几包？'}
P3	math	numerator	分子	A word used in math problems: numerator.	{'en': "I can use 'numerator' in my answer.", 'zh': '我可以在答案里用“分子”。'}
P3	math	odd	奇数	A word used in math problems: odd.	{'en': "I can use 'odd' in my answer.", 'zh': '我可以在答案里用“奇数”。'}
P3	math	ones	个位	A word used in math problems: ones.	{'en': "I can use 'ones' in my answer.", 'zh': '我可以在答案里用“个位”。'}
P3	math	pack of 4	4个一包	A useful phrase: pack of 4.	{'en': 'Question: pack of 4?', 'zh': '问题：4个一包？'}
P3	math	pattern	规律	A word used in math problems: pattern.	{'en': "I can use 'pattern' in my answer.", 'zh': '我可以在答案里用“规律”。'}
P3	math	per day	每天	A useful phrase: per day.	{'en': 'Question: per day?', 'zh': '问题：每天？'}
P3	math	per month	每月	Phrase: per month	{'en': "Use the phrase 'per month' in a sentence.", 'zh': '在句子里用“每月”。'}
P3	math	per week	每周	Phrase: per week	{'en': "Use the phrase 'per week' in a sentence.", 'zh': '在句子里用“每周”。'}
P3	math	perimeter	周长	A word used in math problems: perimeter.	{'en': "I can use 'perimeter' in my answer.", 'zh': '我可以在答案里用“周长”。'}
P3	math	pictograph	象形图	A word used in math problems: pictograph.	{'en': "I can use 'pictograph' in my answer.", 'zh': '我可以在答案里用“象形图”。'}
P3	math	place value	数位	A word used in math problems: place value.	{'en': "We use the phrase 'place value' in a question.", 'zh': '我们在问题里会用到短语“数位”。'}
P3	math	place-value	（可查词典）	A word used in math problems: place-value.	{'en': "I can use 'place-value' in my answer.", 'zh': '我可以在答案里用“（可查词典）”。'}
P3	math	price	价格	A word used in math problems: price.	{'en': "I can use 'price' in my answer.", 'zh': '我可以在答案里用“价格”。'}
P3	math	prime	质数	A word used in math problems: prime.	{'en': "I can use 'prime' in my answer.", 'zh': '我可以在答案里用“质数”。'}
P3	math	product	乘积	A word used in math problems: product.	{'en': "I can use 'product' in my answer.", 'zh': '我可以在答案里用“乘积”。'}
P3	math	put in order	按顺序排列	A useful phrase: put in order.	{'en': 'Question: put in order?', 'zh': '问题：按顺序排列？'}
P3	math	quotient	商	A word used in math problems: quotient.	{'en': "I can use 'quotient' in my answer.", 'zh': '我可以在答案里用“商”。'}
P3	math	radius	半径	A word used in math problems: radius.	{'en': "I can use 'radius' in my answer.", 'zh': '我可以在答案里用“半径”。'}
P3	math	read the question	读题	Phrase: read the question	{'en': 'Remember to read the question.', 'zh': '记得读题。'}
P3	math	read the question -13	读题	Phrase: read the question -13	{'en': 'Remember to read the question.', 'zh': '记得读题。'}
P3	math	read the question -16	读题	Phrase: read the question -16	{'en': 'Remember to read the question.', 'zh': '记得读题。'}
P3	math	read the question -2	读题	Phrase: read the question -2	{'en': 'Remember to read the question.', 'zh': '记得读题。'}
P3	math	read the question -23	读题	Phrase: read the question -23	{'en': 'Remember to read the question.', 'zh': '记得读题。'}
P3	math	read the question -25	读题	Phrase: read the question -25	{'en': 'Remember to read the question.', 'zh': '记得读题。'}
P3	math	read the question -28	读题	Phrase: read the question -28	{'en': 'Remember to read the question.', 'zh': '记得读题。'}
P3	math	read the question -29	读题	Phrase: read the question -29	{'en': 'Remember to read the question.', 'zh': '记得读题。'}
P3	math	read the question -5	读题	Phrase: read the question -5	{'en': 'Remember to read the question.', 'zh': '记得读题。'}
P3	math	read the question -6	读题	Phrase: read the question -6	{'en': 'Remember to read the question.', 'zh': '记得读题。'}
P3	math	read the question 2	读题	Phrase: read the question 2	{'en': 'Remember to read the question.', 'zh': '记得读题。'}
P3	math	reason	理由	A word used in math problems: reason.	{'en': "I can use 'reason' in my answer.", 'zh': '我可以在答案里用“理由”。'}
P3	math	rectangle	长方形	A word used in math problems: rectangle.	{'en': "I can use 'rectangle' in my answer.", 'zh': '我可以在答案里用“长方形”。'}
P3	math	remainder	余数	A word used in math problems: remainder.	{'en': "I can use 'remainder' in my answer.", 'zh': '我可以在答案里用“余数”。'}
P3	math	round	四舍五入	A word used in math problems: round.	{'en': "I can use 'round' in my answer.", 'zh': '我可以在答案里用“四舍五入”。'}
P3	math	round off	四舍五入	Phrase: round off	{'en': "Use the phrase 'round off' in a sentence.", 'zh': '在句子里用“四舍五入”。'}
P3	math	round to the nearest	四舍五入到最近的	A useful phrase: round to the nearest.	{'en': 'Question: round to the nearest?', 'zh': '问题：四舍五入到最近的？'}
P3	math	same number of	相同数量的	A useful phrase: same number of.	{'en': 'Question: same number of?', 'zh': '问题：相同数量的？'}
P3	math	sell	卖	A word used in math problems: sell.	{'en': "I can use 'sell' in my answer.", 'zh': '我可以在答案里用“卖”。'}
P3	math	share equally	平均分	A useful phrase: share equally.	{'en': 'Question: share equally?', 'zh': '问题：平均分？'}
P3	math	show your steps	写步骤	Phrase: show your steps	{'en': 'Remember to show your steps.', 'zh': '记得写步骤。'}
P3	math	show your steps -19	写步骤	Phrase: show your steps -19	{'en': 'Remember to show your steps.', 'zh': '记得写步骤。'}
P3	math	show your steps -26	写步骤	Phrase: show your steps -26	{'en': 'Remember to show your steps.', 'zh': '记得写步骤。'}
P3	math	show your steps -36	写步骤	Phrase: show your steps -36	{'en': 'Remember to show your steps.', 'zh': '记得写步骤。'}
P3	math	show your steps -39	写步骤	Phrase: show your steps -39	{'en': 'Remember to show your steps.', 'zh': '记得写步骤。'}
P3	math	show your steps 1	写步骤	Phrase: show your steps 1	{'en': 'Remember to show your steps.', 'zh': '记得写步骤。'}
P3	math	show your working	写出过程	A useful phrase: show your working.	{'en': 'Question: show your working?', 'zh': '问题：写出过程？'}
P3	math	solve step by step	一步步解题	A useful phrase: solve step by step.	{'en': 'Question: solve step by step?', 'zh': '问题：一步步解题？'}
P3	math	square	正方形	A word used in math problems: square.	{'en': "I can use 'square' in my answer.", 'zh': '我可以在答案里用“正方形”。'}
P3	math	step	步骤	A word used in math problems: step.	{'en': "I can use 'step' in my answer.", 'zh': '我可以在答案里用“步骤”。'}
P3	math	strategy	策略	A word used in math problems: strategy.	{'en': "I can use 'strategy' in my answer.", 'zh': '我可以在答案里用“策略”。'}
P3	math	subtract	相减	A word used in math problems: subtract.	{'en': "I can use 'subtract' in my answer.", 'zh': '我可以在答案里用“相减”。'}
P3	math	sum	总和	A word used in math problems: sum.	{'en': "I can use 'sum' in my answer.", 'zh': '我可以在答案里用“总和”。'}
P3	math	table	表格	A word used in math problems: table.	{'en': "I can use 'table' in my answer.", 'zh': '我可以在答案里用“表格”。'}
P3	math	take the rest	拿走剩下的	A useful phrase: take the rest.	{'en': 'Question: take the rest?', 'zh': '问题：拿走剩下的？'}
P3	math	temperature	温度	A word used in math problems: temperature.	{'en': "I can use 'temperature' in my answer.", 'zh': '我可以在答案里用“温度”。'}
P3	math	tens	十位	A word used in math problems: tens.	{'en': "I can use 'tens' in my answer.", 'zh': '我可以在答案里用“十位”。'}
P3	math	tenths	十分位	A word used in math problems: tenths.	{'en': "I can use 'tenths' in my answer.", 'zh': '我可以在答案里用“十分位”。'}
P3	math	thousands	千位	A word used in math problems: thousands.	{'en': "I can use 'thousands' in my answer.", 'zh': '我可以在答案里用“千位”。'}
P3	math	time	时间	A word used in math problems: time.	{'en': "I can use 'time' in my answer.", 'zh': '我可以在答案里用“时间”。'}
P3	math	times as many as	是…的几倍	A useful phrase: times as many as.	{'en': 'Question: times as many as?', 'zh': '问题：是…的几倍？'}
P3	math	total	总数	A word used in math problems: total.	{'en': "I can use 'total' in my answer.", 'zh': '我可以在答案里用“总数”。'}
P3	math	total number of	…的总数	A useful phrase: total number of.	{'en': 'Question: total number of?', 'zh': '问题：…的总数？'}
P3	math	triangle	三角形	A word used in math problems: triangle.	{'en': "I can use 'triangle' in my answer.", 'zh': '我可以在答案里用“三角形”。'}
P3	math	unit	单位	A word used in math problems: unit.	{'en': "I can use 'unit' in my answer.", 'zh': '我可以在答案里用“单位”。'}
P3	math	use a bar model	用条形图	A useful phrase: use a bar model.	{'en': 'Question: use a bar model?', 'zh': '问题：用条形图？'}
P3	math	volume	体积	A word used in math problems: volume.	{'en': "I can use 'volume' in my answer.", 'zh': '我可以在答案里用“体积”。'}
P3	math	walking around the market	在市场里走着卖	A useful phrase: walking around the market.	{'en': 'Question: walking around the market?', 'zh': '问题：在市场里走着卖？'}
P3	math	week	周	A word used in math problems: week.	{'en': "I can use 'week' in my answer.", 'zh': '我可以在答案里用“周”。'}
P3	math	width	宽度	A word used in math problems: width.	{'en': "I can use 'width' in my answer.", 'zh': '我可以在答案里用“宽度”。'}
P3	math	word problem	应用题	A word used in math problems: word problem.	{'en': "We use the phrase 'word problem' in a question.", 'zh': '我们在问题里会用到短语“应用题”。'}
P3	math	word-problem	（可查词典）	A word used in math problems: word-problem.	{'en': "I can use 'word-problem' in my answer.", 'zh': '我可以在答案里用“（可查词典）”。'}
P3	math	work it out	算一算	Phrase: work it out	{'en': 'Remember to work it out.', 'zh': '记得算一算。'}
P3	math	work it out -10	算一算	Phrase: work it out -10	{'en': 'Remember to work it out.', 'zh': '记得算一算。'}
P3	math	work it out -11	算一算	Phrase: work it out -11	{'en': 'Remember to work it out.', 'zh': '记得算一算。'}
P3	math	work it out -18	算一算	Phrase: work it out -18	{'en': 'Remember to work it out.', 'zh': '记得算一算。'}
P3	math	work it out -24	算一算	Phrase: work it out -24	{'en': 'Remember to work it out.', 'zh': '记得算一算。'}
P3	math	work it out -27	算一算	Phrase: work it out -27	{'en': 'Remember to work it out.', 'zh': '记得算一算。'}
P3	math	work it out -4	算一算	Phrase: work it out -4	{'en': 'Remember to work it out.', 'zh': '记得算一算。'}
P3	math	work it out -7	算一算	Phrase: work it out -7	{'en': 'Remember to work it out.', 'zh': '记得算一算。'}
P3	math	work it out -8	算一算	Phrase: work it out -8	{'en': 'Remember to work it out.', 'zh': '记得算一算。'}
P3	math	work out	算出	A useful phrase: work out.	{'en': 'Question: work out?', 'zh': '问题：算出？'}
P3	math	working	过程	A word used in math problems: working.	{'en': "I can use 'working' in my answer.", 'zh': '我可以在答案里用“过程”。'}
P3	math	write in metres	写成米	A useful phrase: write in metres.	{'en': 'Question: write in metres?', 'zh': '问题：写成米？'}
P3	math	year	年	A word used in math problems: year.	{'en': "I can use 'year' in my answer.", 'zh': '我可以在答案里用“年”。'}
P3	science	absorb	吸收	A science word: absorb.	{'en': "I can use 'absorb' in my answer.", 'zh': '我可以在答案里用“吸收”。'}
P3	science	absorb water	吸水	A useful phrase: absorb water.	{'en': 'Question: absorb water?', 'zh': '问题：吸水？'}
P3	science	adult	成体	A science word: adult.	{'en': "I can use 'adult' in my answer.", 'zh': '我可以在答案里用“成体”。'}
P3	science	air	空气	A science word: air.	{'en': "I can use 'air' in my answer.", 'zh': '我可以在答案里用“空气”。'}
P3	science	animal	动物	A science word: animal.	{'en': "I can use 'animal' in my answer.", 'zh': '我可以在答案里用“动物”。'}
P3	science	bacteria	细菌	A science word: bacteria.	{'en': "I can use 'bacteria' in my answer.", 'zh': '我可以在答案里用“细菌”。'}
P3	science	ceramic	陶瓷	A science word: ceramic.	{'en': "I can use 'ceramic' in my answer.", 'zh': '我可以在答案里用“陶瓷”。'}
P3	science	characteristic	特征	A science word: characteristic.	{'en': "I can use 'characteristic' in my answer.", 'zh': '我可以在答案里用“特征”。'}
P3	science	characteristics of	…的特征	A useful phrase: characteristics of.	{'en': 'Question: characteristics of?', 'zh': '问题：…的特征？'}
P3	science	check your answer	检查答案	Phrase: check your answer	{'en': 'Remember to check your answer.', 'zh': '记得检查答案。'}
P3	science	check your answer -1	检查答案	Phrase: check your answer -1	{'en': 'Remember to check your answer.', 'zh': '记得检查答案。'}
P3	science	check your answer -11	检查答案	Phrase: check your answer -11	{'en': 'Remember to check your answer.', 'zh': '记得检查答案。'}
P3	science	check your answer -2	检查答案	Phrase: check your answer -2	{'en': 'Remember to check your answer.', 'zh': '记得检查答案。'}
P3	science	check your answer -22	检查答案	Phrase: check your answer -22	{'en': 'Remember to check your answer.', 'zh': '记得检查答案。'}
P3	science	check your answer -5	检查答案	Phrase: check your answer -5	{'en': 'Remember to check your answer.', 'zh': '记得检查答案。'}
P3	science	check your answer -7	检查答案	Phrase: check your answer -7	{'en': 'Remember to check your answer.', 'zh': '记得检查答案。'}
P3	science	check your answer 4	检查答案	Phrase: check your answer 4	{'en': 'Remember to check your answer.', 'zh': '记得检查答案。'}
P3	science	circle the keywords	圈关键词	Phrase: circle the keywords	{'en': 'Remember to circle the keywords.', 'zh': '记得圈关键词。'}
P3	science	circle the keywords -14	圈关键词	Phrase: circle the keywords -14	{'en': 'Remember to circle the keywords.', 'zh': '记得圈关键词。'}
P3	science	circle the keywords -18	圈关键词	Phrase: circle the keywords -18	{'en': 'Remember to circle the keywords.', 'zh': '记得圈关键词。'}
P3	science	circle the keywords -31	圈关键词	Phrase: circle the keywords -31	{'en': 'Remember to circle the keywords.', 'zh': '记得圈关键词。'}
P3	science	classify	分类	A science word: classify.	{'en': "I can use 'classify' in my answer.", 'zh': '我可以在答案里用“分类”。'}
P3	science	classify into groups	分类成组	A useful phrase: classify into groups.	{'en': 'Question: classify into groups?', 'zh': '问题：分类成组？'}
P3	science	clay	黏土	A science word: clay.	{'en': "I can use 'clay' in my answer.", 'zh': '我可以在答案里用“黏土”。'}
P3	science	cold-blooded	变温	A useful phrase: cold-blooded.	{'en': 'Question: cold-blooded?', 'zh': '问题：变温？'}
P3	science	compare	比较	A science word: compare.	{'en': "I can use 'compare' in my answer.", 'zh': '我可以在答案里用“比较”。'}
P3	science	conclusion	结论	A useful phrase: conclusion.	{'en': 'Question: conclusion?', 'zh': '问题：结论？'}
P3	science	conduct electricity	导电	A useful phrase: conduct electricity.	{'en': 'Question: conduct electricity?', 'zh': '问题：导电？'}
P3	science	do not absorb	不吸收	Phrase: do not absorb	{'en': "Use the phrase 'do not absorb' in a sentence.", 'zh': '在句子里用“不吸收”。'}
P3	science	egg	卵	A science word: egg.	{'en': "I can use 'egg' in my answer.", 'zh': '我可以在答案里用“卵”。'}
P3	science	electric	（可查词典）	A science word: electric.	{'en': "I can use 'electric' in my answer.", 'zh': '我可以在答案里用“（可查词典）”。'}
P3	science	environment	环境	A science word: environment.	{'en': "I can use 'environment' in my answer.", 'zh': '我可以在答案里用“环境”。'}
P3	science	experiment	实验	A science word: experiment.	{'en': "I can use 'experiment' in my answer.", 'zh': '我可以在答案里用“实验”。'}
P3	science	explain your reasoning	解释理由	Phrase: explain your reasoning	{'en': 'Remember to explain your reasoning.', 'zh': '记得解释理由。'}
